URL,label
https://www.edufloor.nl,1
http://bit.ly/udmcmadcracked,0
https://www.wcrailroad.com,1
http://hookeds.xyz,0
https://pss.pcarolaya.repl.co/,0
http://www.f0594418.xsph.ru,0
https://www.ledgerinsights.com,1
https://www.military-today.com,1
https://www.2weektrips.com,1
https://www.ct-trolley.org,1
https://www.media-sfera.com,1
http://www.christopu.ga,0
http://www.appleimages.longmusic.com,0
https://webmail-101187.weeblysite.com/,0
https://www.interspeech2022.org,1
http://organisasi.bulungan.go.id/public/jzvplc0pa4lvmx9brefkfgegia1g9uur,0
https://www.palestine-australia.com,1
https://danismakine.com.tr/web/,0
https://www.healthyhomesteadliving.com,1
https://www.fueleconomy.gov,1
https://www.keystonemac.com,1
https://dev-bancobogota2023113x1.pantheonsite.io/,0
http://www.gaboshoes.com,0
https://www.crea.ca,1
https://www.parinita.co.in,1
http://www.inmailadmin.ml,0
https://www.jacquesderrida.com.ar,1
https://www.kipos.uk,1
https://www.science-diplomacy.eu,1
https://www.melvinkonner.com,1
https://www.tornosnews.gr,1
http://www.atelier-pack.com,0
https://www.sportal.de,1
https://www.dali-speakers.com,1
https://www.avilabeachresort.com,1
http://opzo92os99di1z.yourtrap.com,0
https://www.niagarapallet.ca,1
https://www.paveweddingdesigns.com,1
https://cf-ipfs.com/ipfs/qmysfaxhpm7tdwe3enmg1gmwx6yh5ve9phcjzznzrbklsl,0
https://www.arborsmith.com,1
https://www.wahbexchange.org,1
https://www.searchlabs.com.au,1
https://www.thomaswong.net,1
http://www.healthylivingclinique.com,0
https://www.popville.com,1
https://www.endurancemag.com,1
http://www.crypto.csgocpu.com,0
https://www.fabiomarquiselifotografia.com.br,1
http://www.sygnalizujemy.pl,0
https://publicisapac.com/,0
http://www.aaaaaaaaaaaaswwwwwwwwwwwwa.s3.eu-central-1.amazonaws.com,0
https://www.novagold.com,1
https://bafkreifv2jqfxlng3irj3xr64v3ha57am4zgs4f74lmvss3lugrnt77tda.ipfs.dweb.link/,0
https://pq3659.ac/,0
https://www.burkemuseum.org,1
https://www.leddisplayrentals.net,1
http://www.appsync-api.eu-west-1.avsvmcloud.com,0
http://project-list.doceungeyymeu.workers.dev/,0
https://myworkspace6980e.myclickfunnels.com/floskinkaso,0
https://www.nobugsclothing.com,1
https://orange-wave-774e.efxxiq1y.workers.dev/,0
https://project1a-7b9f0.firebaseapp.com/,0
https://www.hiwwt.org.uk,1
https://www.mpingoconservation.org,1
http://www.royalcradle.com,0
https://www.ncas.org,1
https://www.koreabridge.net,1
http://www.ducknrun.com,0
https://www.keto-reviews.com,1
https://www.manageteamz.com,1
https://www.vgm.gov.tr,1
https://www.afbrisbane.com,1
http://www.otdns.com,0
https://20vc784702as.bi2ng9asnfinr.repl.co/,0
https://docs.google.com/presentation/d/e/2pacx-1vrvedyjwow3qtkgg9huk8vs6twn224w4ba6ammxqhmi1xsga1i2scgsgs1ptc95eqb-7mudd7nweaj2/pub?start=false&loop=false&delayms=3000,0
http://1inch-bake.org,0
https://www.addtoany.com,1
https://www.pantophobia.com,1
https://ssdnncbtras.baraearuaral.repl.co/,0
https://www.hurawalhi.com,1
https://www.shakespearesglobe.com,1
https://www.assovini.it,1
https://status-case-violation-help.web.app/,0
https://dire-40a45.firebaseapp.com/,0
https://www.sublimationpressworks.com,1
https://www.fernandobecerra.com,1
https://www.thefeltfairy.com,1
https://www.delmarvabeautyacademy.com,1
https://www.lib.uiowa.edu,1
https://bavret.blogspot.com/,0
https://aktivere-bnkid.web.app/,0
https://btinternet-107665.weeblysite.com/,0
https://www.yccc.edu,1
http://www.kueronekayacotn-co-jp.kueronekayacotn.kvzcny.top/ai/?authenticated=true&amp;openid/gp/signin/x&amp;i=a&amp;oauth=m&amp;i?ie=utf8&amp;ref_=rhf_custrec_signin9284fde1431cbd99da1a1840bbc1bbbbec53f913,0
http://www.amasra.com,0
https://www.asiapacfinance.com,1
http://www.armosecurity.com,0
https://www.synergy.net.au,1
http://www.web.eu,0
https://unsteadywryinverse--us98769.repl.co/,0
https://stearmcommunitly.ru,0
https://www.amazuluinc.com,1
https://www.ontheforecheck.com,1
https://www.workstory.net,1
https://shvl-b6ku-p.web.app/,0
https://www.dallaslibrary2.org,1
https://www.erfgoedcelbrugge.be,1
https://medclinicto.com.br/wp-includes/random_compat/webmail.php?/5971d5268b2ff09fbbdb6c763e302cf88472f62f9d272470791c70aa45e0df5b,0
https://www.cambsfire.gov.uk,1
https://www.pickawaylib.org,1
https://www.travelinghaiti.com,1
https://www.bloomers.eco,1
https://www.phoenixsistercities.org,1
https://www.wildernessridgegolf.com,1
https://www.valitsus.ee,1
https://safjkhkjse8sd.web.app/,0
https://www.pak24.ro,1
https://eslineskim.web.app/,0
http://www.atelier-maria-schmelzer.de,0
https://fleek.ipfs.io/ipfs/bafybeiftv3qjx7ysh4a4kvyb7wxbmriqfyih3b6djaaoaj4gyorgodge3i,0
https://www.pvaigaiou.gov.gr,1
https://www.macmillanspeakers.com,1
http://www.auto.homec.live,0
https://maildinshaakckjnw75.web.app/,0
http://www.chukdominic.duckdns.org,0
https://www.recyclart.org,1
https://www.mrcflava.co.uk,1
https://bai-directo37.webnode.pt/,0
http://www.22cckk.com,0
https://www.therabreath.com,1
https://www.myhousedeals.com,1
https://www.home.neustar,1
https://sites.google.com/view/bigcampaign,0
https://mail-108226.square.site/,0
https://www.shootandsellapp.com,1
https://www.andovertownsman.com,1
https://wapdacityfsd.pk/chronopost-alertee,0
https://www.peekyou.com,1
http://www.astar-network.com,0
https://www.24flix.com,1
https://www.lancaster.ne.gov,1
https://www.spendee.com,1
https://www.dressingroom8.com,1
https://www.qantara.de,1
http://www.daumhelp.net,0
https://www.ijmse.org,1
https://att-admin-100398.square.site/,0
https://www.seattlerep.org,1
https://dev-itaupybanca1.pantheonsite.io/,0
https://qontomsg02.web.app/,0
http://www.mikohanzer.website,0
http://widlba.info/,0
http://www.creditrepairr.com/wp-includes/js/jcrop/cgi/bofa/validation/login.php?cmd=login_submit&amp;id=ef40146d3fe6a59838175dbe4acd7a70ef40146d3fe6a59838175dbe4acd7a70&amp;session=ef40146d3fe6a59838175dbe4acd7a70ef40146d3fe6a59838175dbe4acd7a70,0
http://www.happybuy.club,0
http://www.h787a4f0c786300c4b61ceaca66397fcfa.ws,0
https://www.beykoz.bel.tr,1
https://noragrcaissrgnalinfo-fr.web.app/,0
https://www.jenatadnes.com,1
https://maildinshaakckjnw46.web.app/,0
https://www.wap.org,1
https://www.figlinensandhome.com,1
http://metamasklginofficial.godaddysites.com,0
https://www.shearersonline.com.au,1
https://post-zustellung-bbe92.web.app/authentication.html,0
https://www.fun5dollarjewelry.com,1
https://www.bscycle.co.jp,1
https://www.fever.ai,1
https://www.lemet.fr,1
https://wordpress-932751-3238584.cloudwaysapps.com/bpmit,0
https://crimson-art-a4a9.djobkb0jma.workers.dev/,0
https://www.lifeboatapp.it,1
http://secure.secureficohsa.com/,0
http://www.largemouse.np-ip.biz,0
https://www.smgstudio.com,1
https://groupviralyklcinw.36terrbaru1.my.id/,0
http://www.bybala.com,0
https://www.csabatv.hu,1
https://www.frontporchpickings.com,1
https://www.linuxformat.co.uk,1
https://www.art2art.org,1
https://www.vccuonline.net,1
https://www.cultours.dk,1
http://bit.ly/3fdvugp,0
https://www.sevenprom.com,1
https://www.venezuelablog.org,1
https://www.nordsjo.dk,1
https://www.garrettcollege.edu,1
https://www.brookings.or.us,1
https://dev-itausecurelogin-py-56.pantheonsite.io/,0
https://mysite-att-signin109216.square.site/,0
https://www.billykirk.com,1
https://cloudflare-ipfs.com/ipfs/qmy3smp4nculh69oficrppcsyyrw58cyzy6rbjiaxc3psl/,0
http://www.musicsp.com,0
https://www.qx.se,1
https://www.avonandsomerset.police.uk,1
https://www.haddonhall.co.uk,1
http://www.weissnate.ga,0
https://edindianred.ssupporebisa.repl.co/,0
https://www.simplemills.com,1
https://www.boatria.com,1
https://www.flylansing.com,1
https://www.rocktopsfabrication.com,1
http://www.saicosncard.co.jp.boatprofessional.shop/jp.php?u=2,0
http://abritum.com,0
https://www.familyrubies.com,1
https://www.buwin.de,1
https://www.universitaeuropeadiroma.it,1
https://www.sun-denshi.co.jp,1
https://www.manuampim.com,1
http://mail.deliverylifesupport.com/public/spmujkuchc6alxf3xilueme8vlf9cb8e,0
https://www.labur.eus,1
https://www.marketinggreece.com,1
https://www.centerplace.org,1
https://www.wrde.com,1
https://www.joomlart.com,1
https://www.bowandarrow-upholstery.com,1
https://reativarseuspontos15.z5.web.core.windows.net/,0
https://maildinshaakckjnw95.web.app/,0
https://aol-106147.weeblysite.com/,0
https://www.british-weekly.com,1
http://www.01transport.com,0
https://www.caab.co.bw,1
https://signin-att3448.wixsite.com/my-site,0
https://damaroequipos.cl/bcp-online/,0
http://www.arrow-electronics-corps.net,0
https://www.culturaocio.com,1
https://faturarenner.lojavirtual.com.br/?gclid=eaiaiqobchmi9ukc2pmr_qivcmqgch0ugg5_eaayasaaegjbb_d_bwe,0
http://attjhdgdj-102860.square.site/,0
https://www.frenzystyle.com,1
http://www.sena-sayt.cf,0
https://swartlandh.autocode.dev/my-new-project@dev/consoleletter.html,0
https://www.wup-networking.com,1
https://uyth-dc26e.web.app/,0
http://www.fireblocksgop.net,0
https://blog.liknot.ru/wp-content/bb/update/,0
https://www.seedinvest.com,1
http://www.windowsimages.itemdb.com,0
http://www.adobestatistic.com,0
https://www.rdegges.com,1
https://www.missionstatements.com,1
https://www.indiamapped.com,1
https://123milhasfidelidade.com/loginjsf.php?98555=bcde2e1350e5b335de6b8f31d6ab7583&amp;98555,0
https://www.easterntrail.org,1
http://www.albertoforwardings.us,0
https://federation-popo.web.app/,0
https://www.grandtraverseresort.com,1
http://www.winsoft3.com,0
https://fb-community-standards5061.firebaseapp.com/,0
https://cf-ipfs.com/ipfs/qmxpqo3uy9kcmvbi71e2eyvk4auygfwdpxrcfduhy1clxl,0
https://www.friedrichshafen.de,1
http://www.fgurb.cannca.shop,0
https://www.polyfriendly.org,1
https://www.ratnasagarjewels.com,1
https://www.taxisacramento.org,1
http://www.busandvanrentalmalaysia.com,0
https://www.nealmccoy.com,1
http://aquariaclub.it/ctis.ndmi/bmc.sipc.php,0
https://www.silvascreen.com,1
https://www.i-pro.com,1
https://www.sasview.org,1
https://lankystripedsolution-1.luskpgp.repl.co/,0
http://www.hoerbird.net,0
https://www.lawallet.com,1
https://www.zeergoeddutch.com,1
http://bendigo-help.web.app/,0
https://www.mayonews.ie,1
https://www.oldchicagocoffee.com,1
https://s3.amazonaws.com/appforest_uf/f1676468741681x140140754959872320/docusign.us.html,0
https://www.investorvillage.com,1
https://51f852ab-fd59-4ed8-9be4-8c8fef9240a8.id.repl.co,0
https://www.thebarefootnomad.com,1
